City,Year,Month,Average Temperature,Max Temperature,Min Temperature,Average Wind Speed,Total Precipitation,Max Snow Depth
Ромни,2017,3,+4.7 °,+14.8°,-2.6°,2.1 м/с,23.72 мм,-
Ромни,2017,4,+9.4 °,+25.4°,-2.1°,2.2 м/с,33.62 мм,-
Ромни,2017,5,+14.3 °,+28.1°,+2.4°,1.8 м/с,39.54 мм,-
Ромни,2017,6,+18.6 °,+30.4°,+4.4°,1.8 м/с,54.54 мм,-
Ромни,2017,7,+19.6 °,+32°,+8.5°,1.6 м/с,49.86 мм,-
Ромни,2017,8,+21.7 °,+34.6°,+9.6°,1.2 м/с,15.84 мм,-
Ромни,2017,9,+15.7 °,+29.8°,+0.2°,1.4 м/с,32.63 мм,-
Ромни,2017,10,+7.2 °,+19.8°,-3.2°,1.9 м/с,69.43 мм,-
Ромни,2017,11,+2.2 °,+8.9°,-5°,1.4 м/с,48.38 мм,-
Ромни,2017,12,+1.7 °,+10.3°,-3.8°,2.1 м/с,129.02 мм,-
Сарни,2017,1,-5 °,+1.5°,-20.8°,2.1 м/с,24.3 мм,16 см
Сарни,2017,2,-1.9 °,+11.6°,-19.6°,1.9 м/с,38.2 мм,24 см
Сарни,2017,3,+6.1 °,+18.7°,-1.7°,1.9 м/с,63.7 мм,-
Сарни,2017,4,+8.4 °,+22.9°,-3.1°,2 м/с,31.4 мм,-
Сарни,2017,5,+14 °,+26.9°,-1.2°,1.2 м/с,48 мм,-
Сарни,2017,6,+18.5 °,+32.6°,+5.5°,1.8 м/с,49.9 мм,-
Сарни,2017,7,+19.1 °,+32.2°,+7.6°,2 м/с,51.5 мм,-
Сарни,2017,8,+20.7 °,+34.8°,+5.2°,2.5 м/с,37.2 мм,-
Сарни,2017,9,+14.7 °,+28.4°,+0.2°,2.7 м/с,68.1 мм,-
Сарни,2017,10,+8.5 °,+21.6°,+1.6°,3.3 м/с,94.7 мм,-
Сарни,2017,11,+3.7 °,+11°,-4.5°,2.3 м/с,47.5 мм,0.8 см
Сарни,2017,12,+1.9 °,+9.5°,-4.2°,2.5 м/с,75.9 мм,13 см
Світловодськ,2017,1,-5.3 °,+4°,-20.7°,2.8 м/с,45.5 мм,25 см
Світловодськ,2017,2,-2.5 °,+11.5°,-17.2°,3.1 м/с,16.4 мм,8 см
Світловодськ,2017,3,+5.2 °,+15.8°,-1.9°,2.5 м/с,6.2 мм,-
Світловодськ,2017,4,+10.4 °,+25.4°,+0.2°,3.2 м/с,26.4 мм,-
Світловодськ,2017,5,+15.2 °,+27.8°,+3.8°,2.1 м/с,31.3 мм,-
Світловодськ,2017,6,+21.4 °,+32°,+9.6°,2.3 м/с,14.2 мм,-
Світловодськ,2017,7,+22.1 °,+34.8°,+12.2°,2.3 м/с,65.2 мм,-
Світловодськ,2017,8,+23.6 °,+34.4°,+12.6°,2.1 м/с,8.2 мм,-
Світловодськ,2017,9,+17.8 °,+31.6°,+3°,2.5 м/с,41.1 мм,-
Світловодськ,2017,10,+9.6 °,+18°,-1.2°,2.7 м/с,59.7 мм,-
Світловодськ,2017,11,+4.1 °,+11.4°,-3.2°,2.8 м/с,28.8 мм,-
Світловодськ,2017,12,+3.9 °,+12.4°,-2.8°,3 м/с,70.4 мм,1 см
Севастополь,2017,1,+1.4 °,+13.9°,-10.8°,3.9 м/с,53.9 мм,-
Севастополь,2017,2,+3.5 °,+13.8°,-6.1°,3.5 м/с,23.85 мм,-
Севастополь,2017,3,+8.3 °,+21.9°,+2°,2.7 м/с,45.04 мм,-
Севастополь,2017,4,+9.2 °,+19.4°,+0.3°,3.3 м/с,36.93 мм,-
Севастополь,2017,5,+15.3 °,+25.7°,+7.8°,2.9 м/с,51.32 мм,-
Севастополь,2017,6,+20.4 °,+32.3°,+12°,2.8 м/с,30.24 мм,-
Севастополь,2017,7,+23.6 °,+32.4°,+15.1°,3.6 м/с,20.41 мм,-
Севастополь,2017,8,+24.5 °,+37°,+13.8°,3.5 м/с,34.72 мм,-
Севастополь,2017,9,+20.3 °,+31.2°,+9°,3 м/с,1.23 мм,-
Севастополь,2017,10,+13.8 °,+26.4°,+5.4°,3.7 м/с,49.55 мм,-
Севастополь,2017,11,+9.8 °,+21.1°,-2.4°,2.8 м/с,37.66 мм,-
Севастополь,2017,12,+9.6 °,+19.6°,+0.4°,3.7 м/с,36.34 мм,-
Селятин,2017,1,-9 °,+5.1°,-22.2°,1.1 м/с,16.99 мм,-
Селятин,2017,2,-1.7 °,+13°,-21.8°,1.5 м/с,10.05 мм,-
Селятин,2017,3,+3.2 °,+19.2°,-6.4°,1.2 м/с,35.1 мм,-
Селятин,2017,4,+5 °,+22.4°,-8.4°,1.2 м/с,80.17 мм,-
Селятин,2017,5,+10.9 °,+23.4°,-1.6°,1 м/с,125.74 мм,-
Селятин,2017,6,+15.5 °,+29.4°,+3.1°,1.2 м/с,181.86 мм,-
Селятин,2017,7,+16.4 °,+29.8°,+4.5°,1 м/с,65.6 мм,-
Селятин,2017,8,+17.1 °,+32.6°,+2.2°,1.1 м/с,48.84 мм,-
Селятин,2017,9,+11.7 °,+27.4°,-4.6°,1.1 м/с,120.52 мм,-
Селятин,2017,10,+6.4 °,+23.8°,-4.9°,1.2 м/с,46.65 мм,-
Селятин,2017,11,+1.5 °,+13.5°,-7.4°,0.8 м/с,21.24 мм,-
Селятин,2017,12,-1.3 °,+13°,-11.6°,1 м/с,40.49 мм,-
Семенівка,2017,1,-5.7 °,+2.3°,-19.6°,3.3 м/с,27.63 мм,-
Семенівка,2017,2,-3.6 °,+9.5°,-24.6°,3.3 м/с,27.25 мм,-
Семенівка,2017,3,+4.3 °,+16.9°,-4.7°,2.9 м/с,30.38 мм,-
Семенівка,2017,4,+8.5 °,+25.6°,-6.1°,3.4 м/с,28.26 мм,-
Семенівка,2017,5,+13.3 °,+27.3°,+0.1°,2.7 м/с,37.92 мм,-
Семенівка,2017,6,+17.3 °,+30.5°,+2.4°,3 м/с,32.93 мм,-
Семенівка,2017,7,+18.1 °,+29.6°,+6.4°,2.3 м/с,70.55 мм,-
Семенівка,2017,8,+20 °,+33.3°,+9.1°,2.1 м/с,43.04 мм,-
Семенівка,2017,9,+14.5 °,+27.9°,-0.3°,2.3 м/с,63.64 мм,-
Семенівка,2017,10,+6.4 °,+18.9°,-5.5°,2.8 м/с,108.53 мм,-
Семенівка,2017,11,+2.1 °,+10.6°,-5.2°,2.7 м/с,50.62 мм,-
Семенівка,2017,12,+0.7 °,+9.1°,-4.2°,2.9 м/с,114.98 мм,-
Сімферополь,2017,1,-1.7 °,+12.4°,-12.6°,4.8 м/с,46 мм,9 см
Сімферополь,2017,2,+1.2 °,+14.2°,-11°,5.3 м/с,36.8 мм,3 см
Сімферополь,2017,3,+7.9 °,+20.7°,+0.5°,4.5 м/с,27.3 мм,-
Сімферополь,2017,4,+9.4 °,+25.4°,-0.9°,4.3 м/с,51.3 мм,-
Сімферополь,2017,5,+15.2 °,+26.4°,+3.5°,3.8 м/с,72.3 мм,-
Сімферополь,2017,6,+20.1 °,+33.6°,+9.3°,3.8 м/с,57.1 мм,-
Сімферополь,2017,7,+22.9 °,+35.9°,+13.2°,4.1 м/с,51.7 мм,-
Сімферополь,2017,8,+24.1 °,+37°,+10.9°,4.7 м/с,18.8 мм,-
Сімферополь,2017,9,+20 °,+35.6°,+7.2°,4.9 м/с,0.9 мм,-
Сімферополь,2017,10,+11.7 °,+29.4°,+2.1°,4.7 м/с,54.1 мм,-
Сімферополь,2017,11,+7.1 °,+20.1°,-5.3°,4.3 м/с,44.6 мм,-
Сімферополь,2017,12,+7.7 °,+18.1°,-2.3°,4.6 м/с,38.3 мм,0.7 см
Суми,2017,1,-6.6 °,+1.9°,-23.3°,4 м/с,36.2 мм,23 см
Суми,2017,2,-4.4 °,+6.1°,-23.2°,4.2 м/с,19.5 мм,27 см
Суми,2017,3,+4.2 °,+14.4°,-4.7°,4.1 м/с,20.7 мм,4 см
Суми,2017,4,+8.8 °,+24.5°,-3.5°,4.3 м/с,13.8 мм,-
Суми,2017,5,+13.7 °,+27.2°,+0.5°,3.3 м/с,36.3 мм,-
Суми,2017,6,+18.2 °,+29.5°,+4.7°,3 м/с,30.4 мм,-
Суми,2017,7,+19.5 °,+31.2°,+8.6°,2.7 м/с,82.6 мм,-
Суми,2017,8,+21.6 °,+33.3°,+10.6°,2.9 м/с,14.9 мм,-
Суми,2017,9,+15.4 °,+29.1°,-0.1°,3.7 м/с,19.1 мм,-
Суми,2017,10,+7 °,+17.8°,-4.6°,3.8 м/с,55.7 мм,-
Суми,2017,11,+1.8 °,+10.3°,-7.6°,3.5 м/с,35.1 мм,0.7 см
Суми,2017,12,+1.8 °,+9.8°,-5.3°,4.2 м/с,119 мм,4 см
Тернопіль,2017,1,-6.3 °,+2.2°,-19.6°,4.5 м/с,9.4 мм,9 см
Тернопіль,2017,2,-2.6 °,+14.2°,-18°,4.3 м/с,29.7 мм,11 см
Тернопіль,2017,3,+5.5 °,+19.2°,-1.1°,4.6 м/с,47.6 мм,0.7 см
Тернопіль,2017,4,+8.6 °,+24.3°,-1.8°,5 м/с,23.1 мм,-
Тернопіль,2017,5,+13.5 °,+24.9°,-0.5°,3.4 м/с,66.8 мм,-
Тернопіль,2017,6,+18.2 °,+29.8°,+7.8°,4.3 м/с,50.3 мм,-
Тернопіль,2017,7,+19 °,+31.1°,+8.7°,3.3 м/с,53.4 мм,-
Тернопіль,2017,8,+20.2 °,+33.7°,+7.5°,3.4 м/с,55.6 мм,-
Тернопіль,2017,9,+14.1 °,+27.1°,+1.3°,3.7 м/с,71 мм,-
Тернопіль,2017,10,+8.8 °,+22.5°,-0.9°,5 м/с,52.6 мм,-
Тернопіль,2017,11,+3 °,+12°,-4.7°,3.8 м/с,46.9 мм,4 см
Тернопіль,2017,12,+1 °,+13.3°,-6.9°,4.4 м/с,42.1 мм,14 см
Тетерів (Пісківка),2017,1,-4.8 °,+3.4°,-18.6°,1.7 м/с,27.64 мм,-
Тетерів (Пісківка),2017,2,-3 °,+10°,-23.4°,1.6 м/с,32.61 мм,-
Тетерів (Пісківка),2017,3,+5.7 °,+17.7°,-3.7°,1.7 м/с,43.69 мм,-
Тетерів (Пісківка),2017,4,+9.7 °,+25.4°,-3°,1.9 м/с,15.38 мм,-
Тетерів (Пісківка),2017,5,+14.3 °,+28.3°,-1.4°,1.5 м/с,30.59 мм,-
Тетерів (Пісківка),2017,6,+19.2 °,+32.9°,+5.3°,1.8 м/с,30.63 мм,-
Тетерів (Пісківка),2017,7,+19.7 °,+31.8°,+6.2°,1.6 м/с,107.35 мм,-
Тетерів (Пісківка),2017,8,+21.2 °,+34.8°,+2.4°,1.3 м/с,39.33 мм,-
Тетерів (Пісківка),2017,9,+15.5 °,+29.9°,-1.8°,1.5 м/с,22.65 мм,-
Тетерів (Пісківка),2017,10,+7.9 °,+21.5°,-4°,1.7 м/с,73.18 мм,-
Тетерів (Пісківка),2017,11,+3.1 °,+9.8°,-7.4°,1.3 м/с,61.37 мм,-
Тетерів (Пісківка),2017,12,+1.4 °,+8.7°,-3.3°,1.6 м/с,121.14 мм,-
Турка,2017,1,-8.8 °,+4.8°,-27.6°,1.7 м/с,39.8 мм,-
Турка,2017,2,-0.9 °,+11.9°,-17.1°,1.9 м/с,26.22 мм,-
Турка,2017,3,+3.9 °,+18.2°,-4.5°,2.1 м/с,46.3 мм,-
Турка,2017,4,+6 °,+20.1°,-4.7°,2.3 м/с,68.2 мм,-
Турка,2017,5,+11.7 °,+22.9°,-3.1°,1.5 м/с,107.5 мм,-
Турка,2017,6,+15.9 °,+26.4°,+1.7°,1.8 м/с,117.6 мм,-
Турка,2017,7,+16.5 °,+28.4°,+5°,1.5 м/с,161.61 мм,-
Турка,2017,8,+17.5 °,+32.3°,+4°,1.1 м/с,44.1 мм,-
Турка,2017,9,+11.9 °,+25.6°,-1.3°,1.5 м/с,145.9 мм,-
Турка,2017,10,+7.6 °,+21.4°,-2.8°,2 м/с,80.91 мм,-
Турка,2017,11,+2.5 °,+13.7°,-8.8°,1.8 м/с,72.41 мм,-
Турка,2017,12,+0.1 °,+9.9°,-6.7°,2.2 м/с,141.12 мм,-
Ужгород,2017,1,-7.1 °,+0.8°,-19.3°,1.5 м/с,46 мм,15 см
Ужгород,2017,2,+1.4 °,+15.9°,-7.7°,1.5 м/с,48.8 мм,11 см
Ужгород,2017,3,+7.8 °,+21.1°,-2.8°,2.4 м/с,35.3 мм,-
Ужгород,2017,4,+10.2 °,+24.5°,-0.4°,2.7 м/с,42.7 мм,-
Ужгород,2017,5,+16.2 °,+28°,-0.9°,2.3 м/с,79.4 мм,-
Ужгород,2017,6,+20.3 °,+30.6°,+7.3°,2.3 м/с,75.1 мм,-
Ужгород,2017,7,+20.4 °,+31.8°,+8.2°,1.8 м/с,99 мм,-
Ужгород,2017,8,+21.8 °,+34.2°,+6.2°,1.9 м/с,116.1 мм,-
Ужгород,2017,9,+15.7 °,+29.1°,+5.5°,1.6 м/с,87.6 мм,-
Ужгород,2017,10,+10.1 °,+20.8°,-0.6°,1.7 м/с,44.8 мм,-
Ужгород,2017,11,+5 °,+14.1°,-4.7°,1.7 м/с,83.8 мм,-
Ужгород,2017,12,+2.4 °,+10.7°,-3.7°,2.1 м/с,135.8 мм,10 см
Умань,2017,1,-5.2 °,+3.4°,-17.4°,2.6 м/с,21.1 мм,17 см
Умань,2017,2,-2.8 °,+12.6°,-17.8°,2.3 м/с,40.4 мм,31 см
Умань,2017,3,+5.9 °,+19.3°,-3.4°,2.3 м/с,25.8 мм,-
Умань,2017,4,+9.8 °,+24.9°,-0.6°,2.8 м/с,53.1 мм,0.7 см
Умань,2017,5,+14.8 °,+27.5°,-1.8°,1.4 м/с,47.5 мм,-
Умань,2017,6,+20 °,+31.6°,+6°,1.8 м/с,40.4 мм,-
Умань,2017,7,+20.6 °,+34.6°,+7.7°,1.8 м/с,59.4 мм,-
Умань,2017,8,+22.1 °,+35.3°,+6.2°,1.6 м/с,29.6 мм,-
Умань,2017,9,+16.5 °,+30.7°,+0.4°,1.5 м/с,38.4 мм,-
Умань,2017,10,+8.7 °,+20.3°,-1.8°,2.6 м/с,53.8 мм,-
Умань,2017,11,+3.5 °,+11.5°,-7.1°,1.4 м/с,37.1 мм,-
Умань,2017,12,+2.1 °,+10.1°,-4.2°,2.3 м/с,104.4 мм,17 см
Феодосія,2017,1,+0.3 °,+10.1°,-9.2°,2.7 м/с,43.91 мм,-
Феодосія,2017,2,+2.5 °,+14.2°,-7.4°,2.6 м/с,23.96 мм,-
Феодосія,2017,3,+8.2 °,+18.7°,+2.7°,2 м/с,26.35 мм,-
Феодосія,2017,4,+10.3 °,+22.4°,+2.3°,2.2 м/с,43.85 мм,-
Феодосія,2017,5,+16.5 °,+26.2°,+10°,2.2 м/с,58.56 мм,-
Феодосія,2017,6,+22 °,+31.4°,+12.5°,2.1 м/с,57.63 мм,-
Феодосія,2017,7,+24.7 °,+34°,+14°,2.2 м/с,59.92 мм,-
Феодосія,2017,8,+26.2 °,+38.2°,+15.2°,2.5 м/с,9.34 мм,-
Феодосія,2017,9,+21.5 °,+32.2°,+10.7°,2.5 м/с,19.01 мм,-
Феодосія,2017,10,+13.6 °,+24.9°,+4.8°,2.3 м/с,19.74 мм,-
Феодосія,2017,11,+8.2 °,+18.4°,-1.8°,2.4 м/с,19.11 мм,-
Феодосія,2017,12,+8.7 °,+14.8°,+0.2°,2.5 м/с,23.86 мм,-
Харків,2017,1,-5.8 °,+1.4°,-21.8°,3.9 м/с,35.9 мм,32 см
Харків,2017,2,-3.9 °,+7.3°,-21.6°,4.1 м/с,21.1 мм,34 см
Харків,2017,3,+4.9 °,+14.1°,-3.9°,4.1 м/с,23.4 мм,3 см
Харків,2017,4,+8.9 °,+23.7°,-4.9°,4.5 м/с,37.3 мм,24 см
Харків,2017,5,+14.6 °,+27.6°,+2.8°,3.5 м/с,32.7 мм,-
Харків,2017,6,+19.6 °,+32.6°,+6.4°,3.4 м/с,17.4 мм,-
Харків,2017,7,+21.5 °,+34.2°,+11.1°,3.3 м/с,38 мм,-
Харків,2017,8,+23.5 °,+34.2°,+11.2°,3.6 м/с,11.2 мм,-
Харків,2017,9,+17.1 °,+33.1°,+1.7°,4 м/с,23.6 мм,-
Харків,2017,10,+8 °,+19.5°,-3.1°,4.1 м/с,49.8 мм,-
Харків,2017,11,+2.1 °,+14.9°,-8°,4 м/с,53 мм,-
Харків,2017,12,+2.8 °,+9.6°,-3.8°,4.5 м/с,74.7 мм,2 см
Херсон,2017,1,-4.7 °,+5.1°,-16.4°,3.2 м/с,28.5 мм,11 см
Херсон,2017,2,-0.7 °,+14.4°,-13°,3.1 м/с,18.5 мм,2 см
Херсон,2017,3,+7 °,+19.7°,-2.2°,3 м/с,4.6 мм,-
Херсон,2017,4,+9.3 °,+24.9°,+0.5°,2.7 м/с,87.7 мм,-
Херсон,2017,5,+16.3 °,+27.3°,+3.1°,2.4 м/с,25.7 мм,-
Херсон,2017,6,+22 °,+32.1°,+11.3°,2.2 м/с,10.7 мм,-
Херсон,2017,7,+23.4 °,+35.7°,+11.9°,2.3 м/с,40.7 мм,-
Херсон,2017,8,+25.4 °,+38.7°,+11.3°,2.7 м/с,5 мм,-
Херсон,2017,9,+19.9 °,+34.3°,+4.1°,2.5 м/с,0.7 мм,-
Херсон,2017,10,+11.3 °,+23.8°,+1.5°,3 м/с,11 мм,-
Херсон,2017,11,+5.4 °,+15.6°,-4.2°,2.8 м/с,40.7 мм,-
Херсон,2017,12,+5.9 °,+14.8°,-2.9°,2.8 м/с,34.3 мм,-
Хмільник,2017,1,-5.8 °,+2.8°,-18.6°,1.9 м/с,24.32 мм,-
Хмільник,2017,2,-3.1 °,+11°,-23.3°,1.9 м/с,38.61 мм,-
Хмільник,2017,3,+5.9 °,+19.9°,-1°,2.1 м/с,61.82 мм,-
Хмільник,2017,4,+9.3 °,+23.6°,-1.6°,2.2 м/с,33.7 мм,-
Хмільник,2017,5,+14 °,+27.1°,-1.2°,1.4 м/с,44.34 мм,-
Хмільник,2017,6,+18.9 °,+30.4°,+7.2°,1.6 м/с,53.71 мм,-
Хмільник,2017,7,+19.6 °,+32.2°,+9°,1.5 м/с,41.24 мм,-
Хмільник,2017,8,+20.8 °,+34.7°,+4.8°,1.4 м/с,58.8 мм,-
Хмільник,2017,9,+14.8 °,+28.9°,+1°,1.6 м/с,137.3 мм,-
Хмільник,2017,10,+8.2 °,+22.2°,-1.4°,2.2 м/с,36.73 мм,-
Хмільник,2017,11,+3.4 °,+11.4°,-5.6°,1.5 м/с,30.86 мм,-
Хмільник,2017,12,+1.5 °,+8.5°,-4°,2.3 м/с,46.21 мм,-
Хмельницький,2017,1,-6.2 °,+2.7°,-19.6°,4.1 м/с,22.2 мм,11 см
Хмельницький,2017,2,-3 °,+10.2°,-16.1°,3.8 м/с,34.7 мм,18 см
Хмельницький,2017,3,+5.5 °,+19.2°,+0.2°,4.1 м/с,53.9 мм,1 см
Хмельницький,2017,4,+8.8 °,+23.6°,-2°,4.6 м/с,35.5 мм,-
Хмельницький,2017,5,+14 °,+26.1°,-0.6°,3.1 м/с,26.7 мм,-
Хмельницький,2017,6,+18.6 °,+30.2°,+9.3°,3.6 м/с,69.7 мм,-
Хмельницький,2017,7,+19.1 °,+31.7°,+9.4°,2.9 м/с,36.5 мм,-
Хмельницький,2017,8,+20.5 °,+33.5°,+6.6°,3.2 м/с,37.8 мм,-
Хмельницький,2017,9,+14.8 °,+29.5°,+2.5°,3.4 м/с,96 мм,-
Хмельницький,2017,10,+8.5 °,+21.4°,+0.6°,4.2 м/с,59.8 мм,-
Хмельницький,2017,11,+3 °,+11.2°,-4°,3.5 м/с,41.6 мм,3 см
Хмельницький,2017,12,+0.9 °,+7.7°,-5°,4.4 м/с,39.8 мм,8 см
Хуст,2017,1,-7 °,+2.4°,-18.4°,1.3 м/с,62.4 мм,-
Хуст,2017,2,+1.9 °,+17.8°,-5.5°,1.3 м/с,112.67 мм,-
Хуст,2017,3,+7.8 °,+23.4°,-2°,1.6 м/с,50.72 мм,-
Хуст,2017,4,+10.1 °,+25.6°,+0.2°,1.5 м/с,62.22 мм,-
Хуст,2017,5,+15.9 °,+27.1°,+2.1°,1.3 м/с,78.31 мм,-
Хуст,2017,6,+20 °,+31.8°,+7.8°,1.5 м/с,164.61 мм,-
Хуст,2017,7,+20.4 °,+32.1°,+10°,1.3 м/с,77.2 мм,-
Хуст,2017,8,+21.9 °,+35.5°,+8.6°,1.3 м/с,25.4 мм,-
Хуст,2017,9,+15.3 °,+29.8°,+2.6°,1.4 м/с,115.1 мм,-
Хуст,2017,10,+10.2 °,+20.7°,+0.4°,1.4 м/с,40.63 мм,-
Хуст,2017,11,+4.6 °,+13.8°,-2.2°,1.1 м/с,91.15 мм,-
Хуст,2017,12,+1.4 °,+8.6°,-2.6°,1.1 м/с,187.31 мм,-
Чаплине,2017,1,-4.7 °,+3.6°,-21.1°,2.4 м/с,54.95 мм,-
Чаплине,2017,2,-3.3 °,+10.6°,-16.6°,2.6 м/с,36.18 мм,-
Чаплине,2017,3,+5.6 °,+17.1°,-5.2°,2.8 м/с,20.76 мм,-
Чаплине,2017,4,+8.8 °,+24.2°,-2°,3.2 м/с,76.04 мм,-
Чаплине,2017,5,+15.2 °,+26.4°,+4.1°,1.8 м/с,40.85 мм,-
Чаплине,2017,6,+20.5 °,+33°,+6°,1.4 м/с,79.07 мм,-
Чаплине,2017,7,+21.8 °,+34.3°,+11.8°,1.2 м/с,45.47 мм,-
Чаплине,2017,8,+23.8 °,+36.9°,+10.8°,1.3 м/с,8.05 мм,-
Чаплине,2017,9,+18.3 °,+33.5°,-1.2°,1.7 м/с,17.91 мм,-
Чаплине,2017,10,+8.6 °,+22.7°,-1.1°,2.4 м/с,43.48 мм,-
Чаплине,2017,11,+3.1 °,+19.6°,-6.1°,1.8 м/с,39.61 мм,-
Чаплине,2017,12,+3.8 °,+11.4°,-3.6°,3.1 м/с,20.48 мм,-
Черкаси,2017,1,-6 °,+3.8°,-23.5°,3.5 м/с,29.42 мм,-
Черкаси,2017,2,-2.8 °,+11.5°,-17.5°,3.8 м/с,22.14 мм,-
Черкаси,2017,3,+5.4 °,+18.2°,-4.7°,3.5 м/с,8.36 мм,-
Черкаси,2017,4,+9.9 °,+25.3°,-2.4°,4.3 м/с,11.14 мм,-
Черкаси,2017,5,+15 °,+29.1°,-0.2°,3.5 м/с,26.65 мм,-
Черкаси,2017,6,+20.3 °,+32.4°,+7.2°,3.3 м/с,35.75 мм,-
Черкаси,2017,7,+20.6 °,+35.5°,+7.9°,2.8 м/с,46.41 мм,-
Черкаси,2017,8,+22.5 °,+34.4°,+10.2°,2.9 м/с,12.62 мм,-
Черкаси,2017,9,+16.6 °,+29.8°,-0.5°,3.3 м/с,25.12 мм,-
Черкаси,2017,10,+8.4 °,+18.8°,-4.2°,3.4 м/с,54.47 мм,-
Черкаси,2017,11,+3.3 °,+10.6°,-7.8°,2.7 м/с,24.16 мм,-
Черкаси,2017,12,+2.5 °,+11.8°,-3.9°,3.5 м/с,115.34 мм,-
Чернігів,2017,1,-5.8 °,+1.9°,-18.2°,3.5 м/с,40 мм,25 см
Чернігів,2017,2,-3.2 °,+9.9°,-22.4°,3.3 м/с,27.3 мм,30 см
Чернігів,2017,3,+5.3 °,+18.4°,-4°,3.1 м/с,28.7 мм,-
Чернігів,2017,4,+9.2 °,+23.6°,-2.4°,3.6 м/с,16.6 мм,-
Чернігів,2017,5,+13.9 °,+27.3°,-0.4°,2.7 м/с,25 мм,-
Чернігів,2017,6,+18.2 °,+31.8°,+3.7°,2.9 м/с,43.9 мм,-
Чернігів,2017,7,+18.9 °,+30.2°,+6.7°,2.5 м/с,67.3 мм,-
Чернігів,2017,8,+20.6 °,+33.3°,+10.4°,2.3 м/с,52.9 мм,-
Чернігів,2017,9,+15 °,+29°,-0.2°,2.7 м/с,40.2 мм,-
Чернігів,2017,10,+7.3 °,+21.6°,-3.3°,3.1 м/с,101.4 мм,0.7 см
Чернігів,2017,11,+2.7 °,+9.9°,-5.9°,2.3 м/с,48.3 мм,7 см
Чернігів,2017,12,+1 °,+8.5°,-4.9°,3.2 м/с,113.4 мм,20 см
Чорнобиль,2017,1,-5 °,+2.4°,-19.1°,1.6 м/с,39.63 мм,-
Чорнобиль,2017,2,-2.9 °,+10.4°,-22.2°,1.6 м/с,28.34 мм,-
Чорнобиль,2017,3,+5.4 °,+17.7°,-3.4°,1.5 м/с,29.3 мм,-
Чорнобиль,2017,4,+9.4 °,+24.7°,-3°,1.7 м/с,14.31 мм,-
Чорнобиль,2017,5,+13.8 °,+27°,-0.6°,1.1 м/с,36.01 мм,-
Чорнобиль,2017,6,+18.2 °,+32.9°,+2°,1.2 м/с,28.31 мм,-
Чорнобиль,2017,7,+18.9 °,+30.5°,+5.3°,1.1 м/с,67.42 мм,-
Чорнобиль,2017,8,+20.6 °,+34.5°,+8.2°,1 м/с,70.61 мм,-
Чорнобиль,2017,9,+15.1 °,+29.3°,-0.5°,1.2 м/с,21.13 мм,-
Чорнобиль,2017,10,+7.5 °,+22.4°,-4.3°,1.4 м/с,66.1 мм,-
Чорнобиль,2017,11,+2.8 °,+9.8°,-5.7°,1.4 м/с,51.91 мм,-
Чорнобиль,2017,12,+0.9 °,+8.4°,-4.2°,1.5 м/с,125.13 мм,-
Чернівці,2017,1,-5.1 °,+6.5°,-17.4°,3.3 м/с,13.3 мм,16 см
Чернівці,2017,2,-1.4 °,+17.8°,-17.5°,2.8 м/с,18.1 мм,43 см
Чернівці,2017,3,+7 °,+22.7°,-1.3°,3.5 м/с,43.7 мм,-
Чернівці,2017,4,+9.6 °,+25.6°,-0.7°,3.4 м/с,27.3 мм,-
Чернівці,2017,5,+14.9 °,+26.9°,+0.9°,2.7 м/с,70 мм,-
Чернівці,2017,6,+20 °,+31°,+9.9°,3.1 м/с,94.1 мм,-
Чернівці,2017,7,+20.5 °,+32.4°,+10.8°,2.7 м/с,54.8 мм,-
Чернівці,2017,8,+21.4 °,+35°,+7.6°,2.9 м/с,14.2 мм,-
Чернівці,2017,9,+15.4 °,+30.4°,+2°,2.3 м/с,81.1 мм,-
Чернівці,2017,10,+10.5 °,+23.6°,+1°,3.4 м/с,52.2 мм,-
Чернівці,2017,11,+4.1 °,+15.2°,-2.1°,2.9 м/с,21.7 мм,0.7 см
Чернівці,2017,12,+2.2 °,+12.4°,-4.6°,3.1 м/с,28.4 мм,10 см
Чорноморське,2017,1,-1.1 °,+8°,-13.3°,4.5 м/с,44.6 мм,9 см
Чорноморське,2017,2,+1.7 °,+12.6°,-12.1°,4.5 м/с,20.1 мм,0.7 см
Чорноморське,2017,3,+7.1 °,+18.8°,+0.2°,4 м/с,21.6 мм,-
Чорноморське,2017,4,+8.7 °,+18.8°,-1.1°,4.2 м/с,64.5 мм,-
Чорноморське,2017,5,+15.2 °,+50.1°,+6.3°,3.3 м/с,39.5 мм,-
Чорноморське,2017,6,+21 °,+29.4°,+13°,3.4 м/с,67.1 мм,-
Чорноморське,2017,7,+23 °,+31.2°,+15.6°,3.7 м/с,29.1 мм,-
Чорноморське,2017,8,+24 °,+34.7°,+13.6°,4 м/с,47.3 мм,-
Чорноморське,2017,9,+20 °,+29.9°,+7.4°,4.1 м/с,5.4 мм,-
Чорноморське,2017,10,+12.9 °,+22.1°,+3.4°,4.8 м/с,46.9 мм,-
Чорноморське,2017,11,+8 °,+16.8°,-5.1°,4.5 м/с,32.5 мм,-
Чорноморське,2017,12,+8.8 °,+14.8°,+1°,5.2 м/с,13.9 мм,-
Чигирин,2017,1,-5.7 °,+3.3°,-19.5°,2.2 м/с,32.16 мм,-
